DAY,TIME,COURT,HOME,AWAY,,,,,,
THUR,3:15 PM,40,Team Fury Select U17,Team Alberta U17,,,,,,
THUR,3:15 PM,41,Oklahoma Stars 14,Tigers Orange,,,,,,
THUR,3:15 PM,42,Rockford Heat Sophomore,New Jersey Panthers 15U,,,,,,
THUR,3:15 PM,43,Illinois Defenders 17U Black,CT Spirit,,,,,,
THUR,3:15 PM,44,Minnesota Fury 2015 Gold,NY Belles 17U,,,,,,
THUR,3:15 PM,45,Gateway Basketball Club 17U,Erie Saints Chuzie,,,,,,
THUR,3:15 PM,46,Wisconsin Impact Sid,New Mexico Select,,,,,,
THUR,4:30 PM,1,ND Pro 15U,Rush U15,,,,,,
THUR,4:30 PM,2,DC Heat 15U,Illinois Rockets Crilly,,,,,,
THUR,4:30 PM,3,Backyard Training Academy,Arizona Team Ladyhawks,,,,,,
THUR,4:30 PM,4,Oshkosh Flight Elite - Levy,Comets Genther,,,,,,
THUR,4:30 PM,5,Illinois Defenders 15U Black,IL Lady Lightning Silver,,,,,,
THUR,4:30 PM,6,Crossover Premier,Team Wisconsin Select Black,,,,,,
THUR,4:30 PM,7,Team Alberta U15,TeamXpress White 15U,,,,,,
THUR,4:30 PM,8,The Way to Win Gold,Rush U17 Red,,,,,,
THUR,4:30 PM,9,EJ Hoops U17 Black,South Texas Hoyas Blue,,,,,,
THUR,4:30 PM,10,The Family 17U,Sting Elite of Massachusetts,,,,,,
THUR,4:30 PM,11,Colorado Hoopsters Blue,Alaska Lady Hoops 15,,,,,,
THUR,4:30 PM,12,PA Running Rebels 16U,Canada Drive 16U,,,,,,
THUR,4:30 PM,13,Positive Direction 16U,CBC 16U ,,,,,,
THUR,4:30 PM,16,Wisconsin Playground Elite U17 ,ISAA 17U,,,,,,
THUR,4:30 PM,17,MN Warriors Elite,Austin Elite RFW,,,,,,
THUR,4:30 PM,18,United NJ Osta - Navy,Colorado Hoopsters Black ,,,,,,
THUR,4:30 PM,19,IL Lady Lightning Bronze,Flow 15U,,,,,,
THUR,4:30 PM,20,Arkansas Hawks 15U,Lakers Purple 15U,,,,,,
THUR,4:30 PM,21,KW Lightning U15,Clutch Players Lava,,,,,,
THUR,4:30 PM,22,Cincy Shock 16U,Lady Meanstreets 16U,,,,,,
THUR,4:30 PM,23,Midwest Wildcats Mellon,Rush U17 White,,,,,,
THUR,4:30 PM,24,Albany Lady Stars 17U Black,Vogues - 16 National - Priester,,,,,,
THUR,4:30 PM,25,Vegas Bulldogs,Charlotte Monarchs,,,,,,
THUR,4:30 PM,26,Illinois Defenders 14U Black,Illinois Wildcat Elite,,,,,,
THUR,4:30 PM,27,KW Lightning Tri-County Juel,Springfield Predators Crum,,,,,,
THUR,4:30 PM,28,Missouri Rockets,Cardinal Crusaders,,,,,,
THUR,4:30 PM,29,Northern Blizzard 16U,NY iExcel 16U,,,,,,
THUR,4:30 PM,30,United NJ Clarke,No Limits,,,,,,
THUR,4:30 PM,31,South Dakota Attack 15U,NY Belles,,,,,,
THUR,4:30 PM,32,Longmont Rush ,Illinois Rockets Stone,,,,,,
THUR,4:30 PM,33,WBA Lady Knicks Blanco,California Storm 17U Elite,,,,,,
THUR,4:30 PM,34,TeamXpress Blue 17U,Purple Aces 17U,,,,,,
THUR,4:30 PM,35,Lakers 8th Grade Elles,5280 Threat Blue,,,,,,
THUR,4:30 PM,36,Bulls Elite Onyx,Canada Drive 17U,,,,,,
THUR,4:30 PM,37,Lakers Black U17,Arkansas Lady Hawks,,,,,,
THUR,4:30 PM,38,FURY 2015 Haney,C-U Elite,,,,,,
THUR,4:30 PM,39,Bolingbrook Panthers 17U,Comets Shields,,,,,,
THUR,4:30 PM,40,Greg Grant Basketball Club Chriss,Team Manitoba 17U,,,,,,
THUR,4:30 PM,41,Albany Capitals Elite,San Diego Sol,,,,,,
THUR,4:30 PM,42,MN Metro Stars Finley ,Oklahoma Swarm 2017 Elite,,,,,,
THUR,4:30 PM,43,Lady Speed 11th,Quad City Attack Black,,,,,,
THUR,4:30 PM,44,EJ Hoops U17 Blue,Minnesota Stars Hofschild,,,,,,
THUR,4:30 PM,45,Germantown Maryland Lady Panthers Lee 16U,Michigan Shock,,,,,,
THUR,4:30 PM,46,CBC 17U Elite,Lady Warriors,This entire group is kind of messed up - you can swap out games to make it work.,,,,,
THUR,5:45 PM,1,Illinois Rockets Ondik,A Game Kendra Seto,,,,,,
THUR,5:45 PM,2,Wisconsin Hoops Select Girls Staples,Minnesota Stars Hersch,,,,,,
THUR,5:45 PM,3,Always 100 Goodwell,Germantown Maryland Lady Panthers Gillespie,,,,,,
THUR,5:45 PM,4,Nebraska Lasers 15U,Hudson Valley Elite White JR,,,,,,
THUR,5:45 PM,5,Columbia Ravens,Quad City Attack Lime,,,,,,
THUR,5:45 PM,6,Wisconsin Blizzard - Magic,M33M Let it Fly,,,,,,
THUR,5:45 PM,7,Columbia Cascades,ND Pro Blue 17U,,,,,,
THUR,5:45 PM,8,Missouri Warriors,Arkansas Hawks 17U Elite,,,,,,
THUR,5:45 PM,9,Full Package 17U Truding,Crossover Premier Elite,,,,,,
THUR,5:45 PM,10,Midatlantic Heat 1,Team Miller Lightning 17U,,,,,,
THUR,5:45 PM,11,A Game TDOT,Havoc City Elite,,,,,,
THUR,5:45 PM,12,Colorado Elite Blue,Wisconsin RAP U17,,,,,,
THUR,5:45 PM,13,Central Jersey Hawks Chambers,TeamXpress Black 17U,,,,,,
THUR,5:45 PM,16,Lady Speed 9/10,Chicago Gauchos,,,,,,
THUR,5:45 PM,17,Portage Swift,Oshkosh Flight Brandl,,,,,,
THUR,5:45 PM,18,Team Alberta U16,Stamford Peace,,,,,,
THUR,5:45 PM,19,St. Louis Warriors,IL Lady Lightning Platinum,,,,,,
THUR,5:45 PM,20,Team Memphis Elite Williams,A Game Ryann Fletcher,,,,,,
THUR,5:45 PM,21,Wisconsin Blizzard 17U Biddick,California Storm Knights,,,,,,
THUR,5:45 PM,22,Nebraska Lasers 17U,West Coast Premier Valley,,,,,,
THUR,5:45 PM,23,Lakers White U17,South Dakota Attack 17U,,,,,,
THUR,5:45 PM,24,Rockies 17U Black,Kingdom Hoops Elite 17U,,,,,,
THUR,5:45 PM,25,Illinois Defenders 17U Grey,Greg Grant Basketball Club Team Canada,,,,,,
THUR,5:45 PM,26,Illinois Rockets Hotwagner,Heart of Illinois 14U,,,,,,
THUR,5:45 PM,27,Legends of Wisconsin Silver 17,Peak Performance Black,,,,,,
THUR,5:45 PM,28,Team Fusion Elect,Comets McNichol,,,,,,
THUR,5:45 PM,29,Lady Meanstreets 17U,Jr. Rams U17,,,,,,
THUR,5:45 PM,30,Metro Hoops 14U,PA Running Rebels 14U,,,,,,
THUR,5:45 PM,31,Primetime Gold,North Tartan 15U Silver,,,,,,
THUR,5:45 PM,32,Team Swish El Paso,Long Islands Renegades Elite,,,,,,
THUR,5:45 PM,33,Hoosier Premier Black,Lady Runnin’ Rebels Wrice,,,,,,
THUR,5:45 PM,34,NSE Lady Titans,Rockford Heat Elite,,,,,,
THUR,5:45 PM,35,ND Pro 14U,Cincy Shock 14U,,,,,,
THUR,5:45 PM,36,CBC 17U Select,Eastern Ohio All Stars,,,,,,
THUR,5:45 PM,37,Kingdom Hoops Red,DC Heat 17U,,,,,,
THUR,5:45 PM,38,Team Wisconsin Select Gray,Drill for Skill Miller,,,,,,
THUR,5:45 PM,39,Michigan Sting Elite,Toronto Triple Threat 17U ,,,,,,
THUR,5:45 PM,40,NY iEXCEL 17U,Tiger Basketball,,,,,,
THUR,5:45 PM,42,Team Wisconsin Select White,Michigan Mystics Ruhstorfer ,,,,,,
THUR,5:45 PM,43,Spokane Sandpipers,Hoosier Premier Red,,,,,,
THUR,5:45 PM,44,Alaska Lady Hoops 17 Elite,DFW Elite Super Girls,,,,,,
THUR,5:45 PM,45,Hudson Valley Elite Blue Reilly,Oklahoma Showcase Elite,,,,,,
THUR,5:45 PM,46,Minnesota Fury 2015 Elite,ECBA Swish Black 17U Elite,,,,,,
THUR,7:00 PM,1,Missouri Rockets,Northern Blizzard 16U,,,,,,
THUR,7:00 PM,2,Cardinal Crusaders,Springfield Predators Crum,,,,,,
THUR,7:00 PM,3,KW Lightning Tri-County Juel,NY iExcel 16U,,,,,,
THUR,7:00 PM,4,South Dakota Attack 15U,MN Metro Stars Finley ,,,,,,
THUR,7:00 PM,5,Albany Lady Stars 17U Black,Vegas Bulldogs,,,,,,
THUR,7:00 PM,7,Vogues - 16 National - Priester,Rush U17 White,,,,,,
THUR,7:00 PM,8,EJ Hoops U17 Black,The Family 17U,,,,,,
THUR,7:00 PM,9,South Texas Hoyas Blue,Rush U17 Red,,,,,,
THUR,7:00 PM,10,The Way to Win Gold,Sting Elite of Massachusetts,,,,,,
THUR,7:00 PM,11,Team Alberta U15,Colorado Hoopsters Blue,,,,,,
THUR,7:00 PM,12,TeamXpress White 15U,IL Lady Lightning Silver,,,,,,
THUR,7:00 PM,13,Illinois Defenders 15U Black,Alaska Lady Hoops 15,,,,,,
THUR,7:00 PM,16,EJ Hoops U17 Blue,Germantown Maryland Lady Panthers Lee 16U,,,,,,
THUR,7:00 PM,17,Minnesota Stars Hofschild,Quad City Attack Black,,,,,,
THUR,7:00 PM,18,Lady Speed 11th,Michigan Shock,,,,,,
THUR,7:00 PM,19,Arkansas Hawks 15U,KW Lightning U15,,,,,,
THUR,7:00 PM,20,Lakers Purple 15U,Flow 15U,,,,,,
THUR,7:00 PM,21,IL Lady Lightning Bronze,Clutch Players Lava,,,,,,
THUR,7:00 PM,22,DC Heat 15U,Backyard Training Academy,,,,,,
THUR,7:00 PM,23,Illinois Rockets Crilly,Rush U15,,,,,,
THUR,7:00 PM,24,ND Pro 15U,Arizona Team Ladyhawks,,,,,,
THUR,7:00 PM,25,Lakers Black U17,FURY 2015 Haney,,,,,,
THUR,7:00 PM,26,United NJ Clarke,Lakers 8th Grade Elles,,,,,,
THUR,7:00 PM,27,Midwest Wildcats Mellon,Charlotte Monarchs,,,,,,
THUR,7:00 PM,28,WBA Lady Knicks Blanco,TeamXpress Blue 17U,,,,,,
THUR,7:00 PM,29,California Storm 17U Elite,Illinois Rockets Stone,,,,,,
THUR,7:00 PM,30,No Limits,Illinois Wildcat Elite,,,,,,
THUR,7:00 PM,31,NY Belles,Comets Genther,,,,,,
THUR,7:00 PM,32,Positive Direction 16U,Cincy Shock 16U,,,,,,
THUR,7:00 PM,33,CBC 16U ,Canada Drive 16U,,,,,,
THUR,7:00 PM,34,PA Running Rebels 16U,Lady Meanstreets 16U,,,,,,
THUR,7:00 PM,35,Illinois Defenders 14U Black,5280 Threat Blue,,,,,,
THUR,7:00 PM,36,Longmont Rush ,Purple Aces 17U,,,,,,
THUR,7:00 PM,37,MN Warriors Elite,United NJ Osta - Navy,,,,,,
THUR,7:00 PM,38,Austin Elite RFW,ISAA 17U,,,,,,
THUR,7:00 PM,39,Wisconsin Playground Elite U17 ,Colorado Hoopsters Black ,,,,,,
THUR,7:00 PM,40,Arkansas Lady Hawks,Canada Drive 17U,,,,,,
THUR,7:00 PM,41,Bulls Elite Onyx,C-U Elite,,,,,,
THUR,7:00 PM,42,Oshkosh Flight Elite - Levy,Oklahoma Swarm 2017 Elite,,,,,,
THUR,7:00 PM,43,Greg Grant Basketball Club Chriss,Albany Capitals Elite,,,,,,
THUR,7:00 PM,44,Team Manitoba 17U,Comets Shields,,,,,,
THUR,7:00 PM,45,Bolingbrook Panthers 17U,San Diego Sol,,,,,,
THUR,7:00 PM,46,Team Wisconsin Select Black,Lady Warriors,,,,,,
THUR,8:15 PM,1,Michigan Sting Elite,NY iEXCEL 17U,,,,,,
THUR,8:15 PM,2,Toronto Triple Threat 17U ,Drill for Skill Miller,,,,,,
THUR,8:15 PM,3,Team Wisconsin Select Gray,Tiger Basketball,,,,,,
THUR,8:15 PM,4,Primetime Gold,Team Wisconsin Select White,,,,,,
THUR,8:15 PM,5,Peak Performance Black,Greg Grant Basketball Club Team Canada,,,,,,
THUR,8:15 PM,6,Oklahoma Showcase Elite,DFW Elite Super Girls,,,,,,
THUR,8:15 PM,7,Wisconsin Blizzard - Magic,Team Swish El Paso,,,,,,
THUR,8:15 PM,8,Colorado Elite Blue,Nebraska Lasers 17U,,,,,,
THUR,8:15 PM,9,Midatlantic Heat 1,A Game TDOT,,,,,,
THUR,8:15 PM,10,Team Miller Lightning 17U,Crossover Premier Elite,,,,,,
THUR,8:15 PM,11,Full Package 17U Truding,Havoc City Elite,,,,,,
THUR,8:15 PM,12,Wisconsin RAP U17,Arkansas Hawks 17U Elite,,,,,,
THUR,8:15 PM,13,Lakers White U17,Rockies 17U Black,,,,,,
THUR,8:15 PM,16,South Dakota Attack 17U,TeamXpress Black 17U,,,,,,
THUR,8:15 PM,17,Central Jersey Hawks Chambers,Kingdom Hoops Elite 17U,,,,,,
THUR,8:15 PM,18,Legends of Wisconsin Silver 17,Team Fusion Elect,,,,,,
THUR,8:15 PM,19,St. Louis Warriors,California Storm Knights,,,,,,
THUR,8:15 PM,20,Team Memphis Elite Williams,Wisconsin Blizzard 17U Biddick,,,,,,
THUR,8:15 PM,21,A Game Ryann Fletcher,IL Lady Lightning Platinum,,,,,,
THUR,8:15 PM,22,Missouri Warriors,West Coast Premier Valley,,,,,,
THUR,8:15 PM,23,Portage Swift,Team Alberta U16,,,,,,
THUR,8:15 PM,24,Oshkosh Flight Brandl,Chicago Gauchos,,,,,,
THUR,8:15 PM,25,Lady Speed 9/10,Stamford Peace,,,,,,
THUR,8:15 PM,26,Metro Hoops 14U,ND Pro 14U,,,,,,
THUR,8:15 PM,27,CBC 17U Elite,Hoosier Premier Red,,,,,,
THUR,8:15 PM,28,Illinois Defenders 17U Grey,Comets McNichol,,,,,,
THUR,8:15 PM,29,M33M Let it Fly,Jr. Rams U17,,,,,,
THUR,8:15 PM,30,PA Running Rebels 14U,Heart of Illinois 14U,,,,,,
THUR,8:15 PM,31,North Tartan 15U Silver,Hudson Valley Elite White JR,,,,,,
THUR,8:15 PM,32,Lady Meanstreets 17U,Long Islands Renegades Elite,,,,,,
THUR,8:15 PM,33,Wisconsin Hoops Select Girls Staples,Always 100 Goodwell,,,,,,
THUR,8:15 PM,34,Minnesota Stars Hersch,A Game Kendra Seto,,,,,,
THUR,8:15 PM,35,Illinois Rockets Hotwagner,Cincy Shock 14U,,,,,,
THUR,8:15 PM,36,Alaska Lady Hoops 17 Elite,ECBA Swish Black 17U Elite,,,,,,
THUR,8:15 PM,37,Illinois Rockets Ondik,Germantown Maryland Lady Panthers Gillespie,,,,,,
THUR,8:15 PM,38,CBC 17U Select,Kingdom Hoops Red,,,,,,
THUR,8:15 PM,39,Eastern Ohio All Stars,Rockford Heat Elite,,,,,,
THUR,8:15 PM,40,NSE Lady Titans,DC Heat 17U,,,,,,
THUR,8:15 PM,41,Hudson Valley Elite Blue Reilly,Minnesota Fury 2015 Elite,,,,,,
THUR,8:15 PM,42,Nebraska Lasers 15U,Michigan Mystics Ruhstorfer ,,,,,,
THUR,8:15 PM,43,Crossover Premier,Spokane Sandpipers,This needs to be an 815 game…,,,,,
THUR,8:15 PM,44,Columbia Cascades,Hoosier Premier Black,,,,,,
THUR,8:15 PM,45,ND Pro Blue 17U,Quad City Attack Lime,,,,,,
THUR,8:15 PM,46,Columbia Ravens,Lady Runnin’ Rebels Wrice,,,,,,
,,,,,,,,,,
FRI,9:00 AM,1,Metro Hoops 16U,Boston Showstoppers,,,,,,
FRI,9:00 AM,2,Indiana Top Recruit Diamonds Select,North Texas Shockers Shields,,,,,,
FRI,9:00 AM,3,IL Hoops Dreams 16U Black,Queens Express 16U,,,,,,
FRI,9:00 AM,4,HLC 15U ,Indy Gym Rats Pink,,,,,,
FRI,9:00 AM,5,Oklahoma Stars 14,Illinois Pizazz 14U White,,,,,,
FRI,9:00 AM,6,Illinois Rage,Seidman Lady Wildcats,,,,,,
FRI,9:00 AM,7,HLC 16U,Midatlantic Heat 2,,,,,,
FRI,9:00 AM,8,Michigan Mystics Donnelley ,Albany Lady Stars Pink,,,,,,
FRI,9:00 AM,9,Wisconsin RAP U15,A PLUS Purple,,,,,,
FRI,9:00 AM,10,Central Illinois Xpress,Indy Gym Rats Green,,,,,,
FRI,9:00 AM,11,805 Basketball,Minnesota Fury 2016 Blue,,,,,,
FRI,9:00 AM,12,Texas United Blue,Team Ontario 16U,,,,,,
FRI,9:00 AM,13,Erie Saints Chuzie,New Mexico Select,,,,,,
FRI,9:00 AM,16,North Texas Shockers 2016,WBA Lady Knicks Fioretti,,Check this time/court carefully..,,,,
FRI,9:00 AM,17,Celtics 16U,Xpress Hoops,,,,,,
FRI,9:00 AM,18,Illinois Pizazz 17U Green,Philadelphia Belles 2016,,,,,,
FRI,9:00 AM,19,East Texas Premier,Cal Swish Future National,,,,,,
FRI,9:00 AM,20,Bolingbrook Panthers 15U,NY iEXCEL 15U,,,,,,
FRI,9:00 AM,21,Lakers Gold U15 Freshman,Virginia Diamonds,,,,,,
FRI,9:00 AM,22,NO GAME,NO GAME,,,,,,
FRI,9:00 AM,23,5280 Threat 16U,Baltimore Starz,,,,,,
FRI,9:00 AM,24,New Jersey Panthers 16U Blue,Minnesota Fury 2016 Gold,,,,,,
FRI,9:00 AM,25,Bulls Elite Black,Team Under Armour,,,,,,
FRI,9:00 AM,26,DFW Elite Glamour Girls,Indy Gym Rats Gold,,,,,,
FRI,9:00 AM,27,Arkansas Hawks 16U,Team Miller Lightning 16U,,,,,,
FRI,9:00 AM,28,Quad City Attack Fr/So,Best Choice Indiana,,,,,,
FRI,9:00 AM,29,Kingdom Hoops Elite 16U,ND Pro 15U Blue,,,,,,
FRI,9:00 AM,30,AthElite U14,Full Package 8th Black,,,,,,
FRI,9:00 AM,31,Rockford Heat Sophomore,Rush U14,,,,,,
FRI,9:00 AM,32,Tigers Orange,Wisconsin Hoops Select Girls Banasik,,,,,,
FRI,9:00 AM,33,Team Fort Worth Elite,New England Shooting Stars,,,,,,
FRI,9:00 AM,34,Rockies 17U Red,Cal Stars Nike Flight,,,,,,
FRI,9:00 AM,35,North Tartan 13U West,Wisconsin Impact 2018 Thompson,,,,,,
FRI,9:00 AM,36,Rockford Heat Select,PSPA 16U Select - Coffield,,,,,,
FRI,9:00 AM,37,Peak Performance Gold,Kansas Hoopsters ,,,,,,
FRI,9:00 AM,38,Always 100 Andrews,Legends of Wisconsin 16,,,,,,
FRI,9:00 AM,39,Full Package Kahleaf,Hudson Valley Elite Gold John,,,,,,
FRI,9:00 AM,40,IL Lady Lightning Gold,St. Louis Rockets 17U,,,,,,
FRI,9:00 AM,41,Oshkosh Flight Elite - Levy,IL Hoop Dreams Collins,,,,,,
FRI,9:00 AM,42,Bulls Elite Silver,New Jersey Panthers 15U,,,,,,
FRI,9:00 AM,43,M33M Let it Fly,Team Swish El Paso,,,,,,
FRI,9:00 AM,44,Peak Performance Black,Team Fusion Elect,,,,,,
FRI,9:00 AM,45,Illinois Defenders 17U Grey,Legends of Wisconsin Silver 17,,,,,,
FRI,9:00 AM,46,Greg Grant Basketball Club Team Canada,Comets McNichol,,,,,,
FRI,10:15 AM,1,Purple Aces 15U,MBA Select 15U,,,,,,
FRI,10:15 AM,2,Midwest Sports Academy,Drill for Skill Joyce,,,,,,
FRI,10:15 AM,3,Lady Warriors,Hoosier Premier Red,,,,,,
FRI,10:15 AM,4,Rockford Heat Elite,DC Heat 17U,,,,,,
FRI,10:15 AM,5,California Storm 17U Elite,TeamXpress Blue 17U,,,,,,
FRI,10:15 AM,6,Longmont Rush ,WBA Lady Knicks Blanco,,,,,,
FRI,10:15 AM,7,Illinois Rockets Stone,Purple Aces 17U,,,,,,
FRI,10:15 AM,8,United NJ Osta - White,Philadelphia Belles 17U,,,,,,
FRI,10:15 AM,9,Cal Stars Flight 2016,NJ Philly Belles Nike 16U,,,,,,
FRI,10:15 AM,10,Texas United White,Lady Runnin’ Rebels White McDonough,,,,,,
FRI,10:15 AM,11,New England Crusaders Leary,QLD Kangaroos,,,,,,
FRI,10:15 AM,12,Colorado Premier U17 National Red,Illinois Elite National,,,,,,
FRI,10:15 AM,16,MN Thunderbirds 2017,Erie Saints Laird,,,,,,
FRI,10:15 AM,17,Austin Elite Black,BC Denver Stovall,,,,,,
FRI,10:15 AM,18,Bolingbrook Panthers 16U,Greg Grant Basketball Club Fuerst,,,,,,
FRI,10:15 AM,19,Pink Panther Hoops,Tigers Black,,,,,,
FRI,10:15 AM,20,A Game TDOT,Crossover Premier Elite,,,,,,
FRI,10:15 AM,21,Havoc City Elite,Midatlantic Heat 1,,,,,,
FRI,10:15 AM,22,Team Miller Lightning 17U,Full Package 17U Truding,,,,,,
FRI,10:15 AM,23,Peak Performance National,MBA Select 17U,,,,,,
FRI,10:15 AM,24,Lady Challengers,Lady Vikes,,,,,,
FRI,10:15 AM,25,ND Pro Blue 17U,Hoosier Premier Black,,,,,,
FRI,10:15 AM,26,PA Running Rebels 14U,ND Pro 14U,,,,,,
FRI,10:15 AM,27,North Tartan 15U Silver,Team Wisconsin Select White,,,,,,
FRI,10:15 AM,28,Nebraska Lasers 15U,Primetime Gold,,,,,,
FRI,10:15 AM,29,Hudson Valley Elite White JR,Michigan Mystics Ruhstorfer ,,,,,,
FRI,10:15 AM,30,Illinois Rockets Hotwagner,Metro Hoops 14U,,,,,,
FRI,10:15 AM,31,Lady Meanstreets 17U,Wisconsin Blizzard - Magic,,,,,,
FRI,10:15 AM,32,Jr. Rams U17,Long Islands Renegades Elite,,,,,,
FRI,10:15 AM,33,Minnesota Stars Hersch,Always 100 Goodwell,,,,,,
FRI,10:15 AM,34,Illinois Rockets Ondik,Wisconsin Hoops Select Girls Staples,,,,,,
FRI,10:15 AM,35,Heart of Illinois 14U,Cincy Shock 14U,,,,,,
FRI,10:15 AM,36,Columbia Ravens,Columbia Cascades,,,,,,
FRI,10:15 AM,37,Quad City Attack Lime,Lady Runnin’ Rebels Wrice,,,,,,
FRI,10:15 AM,38,Eastern Ohio All Stars,Kingdom Hoops Red,,,,,,
FRI,10:15 AM,39,NSE Lady Titans,CBC 17U Select,,,,,,
FRI,10:15 AM,40,Team Wisconsin Select Gray,Michigan Sting Elite,,,,,,
FRI,10:15 AM,41,Gateway Basketball Club 17U,NY Belles 17U,,,,,,
FRI,10:15 AM,42,Wisconsin Impact Sid,Minnesota Fury 2015 Gold,,,,,,
FRI,10:15 AM,44,A Game Kendra Seto,Germantown Maryland Lady Panthers Gillespie,,,,,,
FRI,10:15 AM,45,FURY 2015 Haney,Canada Drive 17U,,,,,,
FRI,10:15 AM,46,Advantage Titans,Lady B.I.G. D.O.G.S. 2016,,,,,,
FRI,11:30 AM,1,CBC 16U ,Cincy Shock 16U,,,,,,
FRI,11:30 AM,2,PA Running Rebels 16U,Positive Direction 16U,,,,,,
FRI,11:30 AM,3,Canada Drive 16U,Lady Meanstreets 16U,,,,,,
FRI,11:30 AM,4,NY Belles,MN Metro Stars Finley ,,,,,,
FRI,11:30 AM,5,Hoosier Premier White,Team Manitoba 15U,,,,,,
FRI,11:30 AM,6,New England Shooting Stars,IL Lady Lightning Gold,,,,,,
FRI,11:30 AM,7,South Dakota Attack 17U,Rockies 17U Black,,,,,,
FRI,11:30 AM,8,South Texas Hoyas Blue,The Family 17U,,,,,,
FRI,11:30 AM,9,The Way to Win Gold,EJ Hoops U17 Black,,,,,,
FRI,11:30 AM,10,Rush U17 Red,Sting Elite of Massachusetts,,,,,,
FRI,11:30 AM,11,Wisconsin RAP U17,Nebraska Lasers 17U,,,,,,
FRI,11:30 AM,12,A PLUS Black,ISAA 16U,,,,,,
